기준일,기준가격,등락가,등락비율,,
2008-08-29,47.00 ,0.00 ,0.00 ,,
2008-09-03,47.00 ,0.00 ,0.00 ,,
2008-09-05,47.00 ,0.00 ,0.00 ,,
2008-09-10,47.00 ,0.00 ,0.00 ,,
2008-09-12,47.00 ,0.00 ,0.00 ,,
2008-09-17,47.00 ,0.00 ,0.00 ,,
2008-09-19,46.00 ,-1.00 ,-2.13 ,,
2008-09-24,46.00 ,0.00 ,0.00 ,,
2008-09-26,46.00 ,0.00 ,0.00 ,,
2008-10-08,45.00 ,-1.00 ,-2.17 ,,
2008-10-10,44.00 ,-1.00 ,-2.22 ,,
2008-10-15,44.00 ,0.00 ,0.00 ,,
2008-10-17,44.00 ,0.00 ,0.00 ,,
2008-10-22,42.00 ,-2.00 ,-4.55 ,,
2008-10-24,42.00 ,0.00 ,0.00 ,,
2008-10-29,42.00 ,0.00 ,0.00 ,,
2008-10-31,42.00 ,0.00 ,0.00 ,,
2008-11-05,42.00 ,0.00 ,0.00 ,,
2008-11-07,42.00 ,0.00 ,0.00 ,,
2008-11-12,40.00 ,-2.00 ,-4.76 ,,
2008-11-14,39.00 ,-1.00 ,-2.50 ,,
2008-11-19,38.00 ,-1.00 ,-2.56 ,,
2008-11-21,38.00 ,0.00 ,0.00 ,,
2008-11-26,38.00 ,0.00 ,0.00 ,,
2008-11-28,38.00 ,0.00 ,0.00 ,,
2008-12-03,38.00 ,0.00 ,0.00 ,,
2008-12-05,33.00 ,-5.00 ,-13.16 ,,
2008-12-10,33.00 ,0.00 ,0.00 ,,
2008-12-12,33.00 ,0.00 ,0.00 ,,
2008-12-17,33.00 ,0.00 ,0.00 ,,
2008-12-19,33.00 ,0.00 ,0.00 ,,
2008-12-24,33.00 ,0.00 ,0.00 ,,
2008-12-26,33.00 ,0.00 ,0.00 ,,
2008-12-31,33.00 ,0.00 ,0.00 ,,
2009-01-07,33.00 ,0.00 ,0.00 ,,
2009-01-09,33.00 ,0.00 ,0.00 ,,
2009-01-14,33.00 ,0.00 ,0.00 ,,
2009-01-16,33.00 ,0.00 ,0.00 ,,
2009-01-21,33.00 ,0.00 ,0.00 ,,
2009-01-23,33.00 ,0.00 ,0.00 ,,
2009-02-04,37.00 ,4.00 ,12.12 ,,
2009-02-06,38.00 ,1.00 ,2.70 ,,
2009-02-11,38.00 ,0.00 ,0.00 ,,
2009-02-13,38.00 ,0.00 ,0.00 ,,
2009-02-18,38.00 ,0.00 ,0.00 ,,
2009-02-20,38.00 ,0.00 ,0.00 ,,
2009-02-25,38.00 ,0.00 ,0.00 ,,
2009-02-27,38.00 ,0.00 ,0.00 ,,
2009-03-04,38.00 ,0.00 ,0.00 ,,
2009-03-06,38.00 ,0.00 ,0.00 ,,
2009-03-11,38.00 ,0.00 ,0.00 ,,
2009-03-13,38.00 ,0.00 ,0.00 ,,
2009-03-18,38.00 ,0.00 ,0.00 ,,
2009-03-20,38.00 ,0.00 ,0.00 ,,
2009-03-25,38.00 ,0.00 ,0.00 ,,
2009-03-27,38.00 ,0.00 ,0.00 ,,
2009-04-01,38.00 ,0.00 ,0.00 ,,
2009-04-03,38.00 ,0.00 ,0.00 ,,
2009-04-08,38.00 ,0.00 ,0.00 ,,
2009-04-10,38.00 ,0.00 ,0.00 ,,
2009-04-15,38.00 ,0.00 ,0.00 ,,
2009-04-17,38.00 ,0.00 ,0.00 ,,
2009-04-22,38.00 ,0.00 ,0.00 ,,
2009-04-29,38.00 ,0.00 ,0.00 ,,
2009-05-06,38.00 ,0.00 ,0.00 ,,
2009-05-08,38.00 ,0.00 ,0.00 ,,
2009-05-13,38.00 ,0.00 ,0.00 ,,
2009-05-15,38.00 ,0.00 ,0.00 ,,
2009-05-20,38.00 ,0.00 ,0.00 ,,
2009-05-22,38.00 ,0.00 ,0.00 ,,
2009-05-27,38.00 ,0.00 ,0.00 ,,
2009-06-03,38.00 ,0.00 ,0.00 ,,
2009-06-05,38.00 ,0.00 ,0.00 ,,
2009-06-10,38.00 ,0.00 ,0.00 ,,
2009-06-12,38.00 ,0.00 ,0.00 ,,
2009-06-15,37.00 ,-1.00 ,-2.63 ,,
2009-06-17,36.00 ,-1.00 ,-2.70 ,,
2009-06-19,36.00 ,0.00 ,0.00 ,,
2009-06-22,36.00 ,0.00 ,0.00 ,,
2009-06-24,36.00 ,0.00 ,0.00 ,,
2009-06-26,36.00 ,0.00 ,0.00 ,,
2009-06-29,36.00 ,0.00 ,0.00 ,,
2009-07-01,36.00 ,0.00 ,0.00 ,,
2009-07-03,36.00 ,0.00 ,0.00 ,,
2009-07-06,36.00 ,0.00 ,0.00 ,,
2009-07-08,36.00 ,0.00 ,0.00 ,,
2009-07-10,36.00 ,0.00 ,0.00 ,,
2009-07-13,36.00 ,0.00 ,0.00 ,,
2009-07-15,36.00 ,0.00 ,0.00 ,,
2009-07-17,36.00 ,0.00 ,0.00 ,,
2009-07-20,36.00 ,0.00 ,0.00 ,,
2009-07-22,36.00 ,0.00 ,0.00 ,,
2009-07-24,36.00 ,0.00 ,0.00 ,,
2009-07-27,36.00 ,0.00 ,0.00 ,,
2009-07-29,36.00 ,0.00 ,0.00 ,,
2009-07-31,36.00 ,0.00 ,0.00 ,,
2009-08-03,36.00 ,0.00 ,0.00 ,,
2009-08-05,36.00 ,0.00 ,0.00 ,,
2009-08-07,36.00 ,0.00 ,0.00 ,,
2009-08-10,36.00 ,0.00 ,0.00 ,,
2009-08-12,36.00 ,0.00 ,0.00 ,,
2009-08-14,36.00 ,0.00 ,0.00 ,,
2009-08-17,36.00 ,0.00 ,0.00 ,,
2009-08-19,36.00 ,0.00 ,0.00 ,,
2009-08-21,36.00 ,0.00 ,0.00 ,,
2009-08-24,36.00 ,0.00 ,0.00 ,,
2009-08-26,36.00 ,0.00 ,0.00 ,,
2009-08-28,36.00 ,0.00 ,0.00 ,,
2009-08-31,36.00 ,0.00 ,0.00 ,,
2009-09-02,36.00 ,0.00 ,0.00 ,,
2009-09-04,36.00 ,0.00 ,0.00 ,,
2009-09-07,36.00 ,0.00 ,0.00 ,,
2009-09-09,36.00 ,0.00 ,0.00 ,,
2009-09-11,36.00 ,0.00 ,0.00 ,,
2009-09-14,36.00 ,0.00 ,0.00 ,,
2009-09-16,36.00 ,0.00 ,0.00 ,,
2009-09-18,36.00 ,0.00 ,0.00 ,,
2009-09-23,36.00 ,0.00 ,0.00 ,,
2009-09-25,36.00 ,0.00 ,0.00 ,,
2009-09-28,36.00 ,0.00 ,0.00 ,,
2009-09-30,36.00 ,0.00 ,0.00 ,,
2009-10-09,36.00 ,0.00 ,0.00 ,,
2009-10-12,36.00 ,0.00 ,0.00 ,,
2009-10-14,36.00 ,0.00 ,0.00 ,,
2009-10-16,36.00 ,0.00 ,0.00 ,,
2009-10-19,36.00 ,0.00 ,0.00 ,,
2009-10-21,36.00 ,0.00 ,0.00 ,,
2009-10-23,36.00 ,0.00 ,0.00 ,,
2009-10-26,36.00 ,0.00 ,0.00 ,,
2009-10-28,36.00 ,0.00 ,0.00 ,,
2009-10-30,36.00 ,0.00 ,0.00 ,,
2009-11-02,36.00 ,0.00 ,0.00 ,,
2009-11-04,36.00 ,0.00 ,0.00 ,,
2009-11-06,36.00 ,0.00 ,0.00 ,,
2009-11-09,36.00 ,0.00 ,0.00 ,,
2009-11-11,36.00 ,0.00 ,0.00 ,,
2009-11-13,36.00 ,0.00 ,0.00 ,,
2009-11-18,36.00 ,0.00 ,0.00 ,,
2009-11-20,36.00 ,0.00 ,0.00 ,,
2009-11-23,36.00 ,0.00 ,0.00 ,,
2009-11-25,36.00 ,0.00 ,0.00 ,,
2009-11-27,36.00 ,0.00 ,0.00 ,,
2009-11-30,36.00 ,0.00 ,0.00 ,,
2009-12-02,36.00 ,0.00 ,0.00 ,,
2009-12-04,36.00 ,0.00 ,0.00 ,,
2009-12-07,36.00 ,0.00 ,0.00 ,,
2009-12-09,36.00 ,0.00 ,0.00 ,,
2009-12-11,36.00 ,0.00 ,0.00 ,,
2009-12-14,36.00 ,0.00 ,0.00 ,,
2009-12-16,36.00 ,0.00 ,0.00 ,,
2009-12-18,36.00 ,0.00 ,0.00 ,,
2009-12-21,36.00 ,0.00 ,0.00 ,,
2009-12-23,36.00 ,0.00 ,0.00 ,,
2009-12-25,36.00 ,0.00 ,0.00 ,,
2009-12-28,36.00 ,0.00 ,0.00 ,,
2009-12-30,36.00 ,0.00 ,0.00 ,,
2010-01-04,36.00 ,0.00 ,0.00 ,,
2010-01-06,36.00 ,0.00 ,0.00 ,,
2010-01-08,36.00 ,0.00 ,0.00 ,,
2010-01-11,36.00 ,0.00 ,0.00 ,,
2010-01-13,36.00 ,0.00 ,0.00 ,,
2010-01-15,36.00 ,0.00 ,0.00 ,,
2010-01-18,36.00 ,0.00 ,0.00 ,,
2010-01-20,36.00 ,0.00 ,0.00 ,,
2010-01-22,36.00 ,0.00 ,0.00 ,,
2010-01-25,36.00 ,0.00 ,0.00 ,,
2010-01-27,36.00 ,0.00 ,0.00 ,,
2010-01-29,36.00 ,0.00 ,0.00 ,,
2010-02-01,36.00 ,0.00 ,0.00 ,,
2010-02-03,36.00 ,0.00 ,0.00 ,,
2010-02-05,36.00 ,0.00 ,0.00 ,,
2010-02-08,36.00 ,0.00 ,0.00 ,,
2010-02-10,36.00 ,0.00 ,0.00 ,,
2010-02-22,36.00 ,0.00 ,0.00 ,,
2010-02-24,36.00 ,0.00 ,0.00 ,,
2010-02-26,36.00 ,0.00 ,0.00 ,,
2010-03-01,36.00 ,0.00 ,0.00 ,,
2010-03-03,36.00 ,0.00 ,0.00 ,,
2010-03-05,36.00 ,0.00 ,0.00 ,,
2010-03-08,36.00 ,0.00 ,0.00 ,,
2010-03-10,36.00 ,0.00 ,0.00 ,,
2010-03-12,36.50 ,0.50 ,1.39 ,,
2010-03-15,36.50 ,0.00 ,0.00 ,,
2010-03-17,36.50 ,0.00 ,0.00 ,,
2010-03-19,36.50 ,0.00 ,0.00 ,,
2010-03-22,36.50 ,0.00 ,0.00 ,,
2010-03-24,36.50 ,0.00 ,0.00 ,,
2010-03-26,36.50 ,0.00 ,0.00 ,,
2010-03-29,36.50 ,0.00 ,0.00 ,,
2010-03-31,36.50 ,0.00 ,0.00 ,,
2010-04-02,36.50 ,0.00 ,0.00 ,,
2010-04-07,36.50 ,0.00 ,0.00 ,,
2010-04-09,36.50 ,0.00 ,0.00 ,,
2010-04-12,36.50 ,0.00 ,0.00 ,,
2010-04-14,36.50 ,0.00 ,0.00 ,,
2010-04-19,36.50 ,0.00 ,0.00 ,,
2010-04-21,36.50 ,0.00 ,0.00 ,,
2010-04-23,36.50 ,0.00 ,0.00 ,,
2010-04-26,36.50 ,0.00 ,0.00 ,,
2010-04-28,36.50 ,0.00 ,0.00 ,,
2010-04-30,36.50 ,0.00 ,0.00 ,,
2010-05-05,36.50 ,0.00 ,0.00 ,,
2010-05-07,36.50 ,0.00 ,0.00 ,,
2010-05-10,36.50 ,0.00 ,0.00 ,,
2010-05-12,36.50 ,0.00 ,0.00 ,,
2010-05-14,36.50 ,0.00 ,0.00 ,,
2010-05-17,36.50 ,0.00 ,0.00 ,,
2010-05-19,36.50 ,0.00 ,0.00 ,,
2010-05-21,36.50 ,0.00 ,0.00 ,,
2010-05-24,36.50 ,0.00 ,0.00 ,,
2010-05-26,36.50 ,0.00 ,0.00 ,,
2010-05-28,36.50 ,0.00 ,0.00 ,,
2010-05-31,36.50 ,0.00 ,0.00 ,,
2010-06-02,36.50 ,0.00 ,0.00 ,,
2010-06-04,36.50 ,0.00 ,0.00 ,,
2010-06-07,36.50 ,0.00 ,0.00 ,,
2010-06-09,36.50 ,0.00 ,0.00 ,,
2010-06-11,36.50 ,0.00 ,0.00 ,,
2010-06-18,36.50 ,0.00 ,0.00 ,,
2010-06-21,36.50 ,0.00 ,0.00 ,,
2010-06-23,36.50 ,0.00 ,0.00 ,,
2010-06-25,36.50 ,0.00 ,0.00 ,,
2010-06-28,36.50 ,0.00 ,0.00 ,,
2010-06-30,36.50 ,0.00 ,0.00 ,,
2010-07-02,36.50 ,0.00 ,0.00 ,,
2010-07-05,36.50 ,0.00 ,0.00 ,,
2010-07-07,36.00 ,-0.50 ,-1.37 ,,
2010-07-09,35.50 ,-0.50 ,-1.39 ,,
2010-07-12,35.50 ,0.00 ,0.00 ,,
2010-07-14,35.00 ,-0.50 ,-1.41 ,,
2010-07-16,35.00 ,0.00 ,0.00 ,,
2010-07-19,35.00 ,0.00 ,0.00 ,,
2010-07-21,35.00 ,0.00 ,0.00 ,,
2010-07-23,35.00 ,0.00 ,0.00 ,,
2010-07-26,35.00 ,0.00 ,0.00 ,,
2010-07-28,35.00 ,0.00 ,0.00 ,,
2010-07-30,35.00 ,0.00 ,0.00 ,,
2010-08-02,35.00 ,0.00 ,0.00 ,,
2010-08-04,35.00 ,0.00 ,0.00 ,,
2010-08-06,35.00 ,0.00 ,0.00 ,,
2010-08-09,35.00 ,0.00 ,0.00 ,,
2010-08-11,35.00 ,0.00 ,0.00 ,,
2010-08-13,35.00 ,0.00 ,0.00 ,,
2010-08-16,35.00 ,0.00 ,0.00 ,,
2010-08-18,35.00 ,0.00 ,0.00 ,,
2010-08-20,35.00 ,0.00 ,0.00 ,,
2010-08-25,35.00 ,0.00 ,0.00 ,,
2010-08-27,35.00 ,0.00 ,0.00 ,,
2010-08-30,35.00 ,0.00 ,0.00 ,,
2010-09-01,35.00 ,0.00 ,0.00 ,,
2010-09-03,35.00 ,0.00 ,0.00 ,,
2010-09-06,35.00 ,0.00 ,0.00 ,,
2010-09-08,35.00 ,0.00 ,0.00 ,,
2010-09-10,34.50 ,-0.50 ,-1.43 ,,
2010-09-13,34.50 ,0.00 ,0.00 ,,
2010-09-15,34.50 ,0.00 ,0.00 ,,
2010-09-17,34.50 ,0.00 ,0.00 ,,
2010-09-20,34.50 ,0.00 ,0.00 ,,
2010-09-27,34.50 ,0.00 ,0.00 ,,
2010-09-29,34.50 ,0.00 ,0.00 ,,
2010-10-08,34.00 ,-0.50 ,-1.45 ,,
2010-10-11,34.00 ,0.00 ,0.00 ,,
2010-10-13,34.00 ,0.00 ,0.00 ,,
2010-10-15,34.00 ,0.00 ,0.00 ,,
2010-10-18,34.00 ,0.00 ,0.00 ,,
2010-10-20,34.00 ,0.00 ,0.00 ,,
2010-10-22,34.00 ,0.00 ,0.00 ,,
2010-10-25,34.00 ,0.00 ,0.00 ,,
2010-10-27,34.00 ,0.00 ,0.00 ,,
2010-10-29,34.00 ,0.00 ,0.00 ,,
2010-11-01,34.00 ,0.00 ,0.00 ,,
2010-11-03,34.00 ,0.00 ,0.00 ,,
2010-11-05,34.00 ,0.00 ,0.00 ,,
2010-11-08,34.00 ,0.00 ,0.00 ,,
2010-11-10,34.00 ,0.00 ,0.00 ,,
2010-11-12,34.00 ,0.00 ,0.00 ,,
2010-11-15,34.00 ,0.00 ,0.00 ,,
2010-11-17,32.00 ,-2.00 ,-5.88 ,,
2010-11-19,32.00 ,0.00 ,0.00 ,,
2010-11-22,31.50 ,-0.50 ,-1.56 ,,
2010-11-24,31.00 ,-0.50 ,-1.59 ,,
2010-11-26,31.00 ,0.00 ,0.00 ,,
2010-11-29,31.00 ,0.00 ,0.00 ,,
2010-12-01,31.00 ,0.00 ,0.00 ,,
2010-12-03,31.00 ,0.00 ,0.00 ,,
2010-12-06,31.00 ,0.00 ,0.00 ,,
2010-12-08,31.00 ,0.00 ,0.00 ,,
2010-12-10,31.00 ,0.00 ,0.00 ,,
2010-12-13,31.00 ,0.00 ,0.00 ,,
2010-12-15,31.00 ,0.00 ,0.00 ,,
2010-12-17,31.00 ,0.00 ,0.00 ,,
2010-12-20,31.00 ,0.00 ,0.00 ,,
2010-12-22,31.00 ,0.00 ,0.00 ,,
2010-12-24,31.00 ,0.00 ,0.00 ,,
2010-12-27,31.00 ,0.00 ,0.00 ,,
2010-12-28,31.00 ,0.00 ,0.00 ,,
2010-12-29,31.00 ,0.00 ,0.00 ,,
2010-12-30,31.00 ,0.00 ,0.00 ,,
2010-12-31,31.00 ,0.00 ,0.00 ,,
2011-01-04,31.00 ,0.00 ,0.00 ,,
2011-01-05,31.00 ,0.00 ,0.00 ,,
2011-01-06,31.00 ,0.00 ,0.00 ,,
2011-01-07,31.00 ,0.00 ,0.00 ,,
2011-01-10,31.00 ,0.00 ,0.00 ,,
2011-01-11,31.00 ,0.00 ,0.00 ,,
2011-01-12,31.00 ,0.00 ,0.00 ,,
2011-01-13,31.00 ,0.00 ,0.00 ,,
2011-01-14,31.00 ,0.00 ,0.00 ,,
2011-01-17,31.00 ,0.00 ,0.00 ,,
2011-01-18,31.00 ,0.00 ,0.00 ,,
2011-01-19,31.00 ,0.00 ,0.00 ,,
2011-01-20,31.00 ,0.00 ,0.00 ,,
2011-01-21,31.00 ,0.00 ,0.00 ,,
2011-01-24,31.00 ,0.00 ,0.00 ,,
2011-01-25,31.00 ,0.00 ,0.00 ,,
2011-01-26,31.00 ,0.00 ,0.00 ,,
2011-01-27,31.00 ,0.00 ,0.00 ,,
2011-01-28,31.00 ,0.00 ,0.00 ,,
2011-01-30,31.00 ,0.00 ,0.00 ,,
2011-01-31,31.00 ,0.00 ,0.00 ,,
2011-02-09,31.00 ,0.00 ,0.00 ,,
2011-02-10,31.00 ,0.00 ,0.00 ,,
2011-02-11,31.00 ,0.00 ,0.00 ,,
2011-02-12,31.00 ,0.00 ,0.00 ,,
2011-02-14,31.00 ,0.00 ,0.00 ,,
2011-02-15,31.00 ,0.00 ,0.00 ,,
2011-02-16,31.00 ,0.00 ,0.00 ,,
2011-02-17,31.00 ,0.00 ,0.00 ,,
2011-02-18,31.00 ,0.00 ,0.00 ,,
2011-02-21,31.00 ,0.00 ,0.00 ,,
2011-02-22,31.00 ,0.00 ,0.00 ,,
2011-02-23,31.00 ,0.00 ,0.00 ,,
2011-02-24,31.00 ,0.00 ,0.00 ,,
2011-02-25,31.00 ,0.00 ,0.00 ,,
2011-02-28,31.00 ,0.00 ,0.00 ,,
2011-03-01,31.00 ,0.00 ,0.00 ,,
2011-03-02,31.00 ,0.00 ,0.00 ,,
2011-03-03,31.00 ,0.00 ,0.00 ,,
2011-03-04,31.00 ,0.00 ,0.00 ,,
2011-03-07,31.00 ,0.00 ,0.00 ,,
2011-03-08,31.00 ,0.00 ,0.00 ,,
2011-03-09,31.00 ,0.00 ,0.00 ,,
2011-03-10,31.00 ,0.00 ,0.00 ,,
2011-03-11,31.00 ,0.00 ,0.00 ,,
2011-03-14,31.00 ,0.00 ,0.00 ,,
2011-03-15,31.00 ,0.00 ,0.00 ,,
2011-03-16,31.00 ,0.00 ,0.00 ,,
2011-03-17,31.00 ,0.00 ,0.00 ,,
2011-03-18,31.00 ,0.00 ,0.00 ,,
2011-03-21,31.00 ,0.00 ,0.00 ,,
2011-03-22,31.00 ,0.00 ,0.00 ,,
2011-03-23,31.00 ,0.00 ,0.00 ,,
2011-03-24,31.00 ,0.00 ,0.00 ,,
2011-03-25,31.00 ,0.00 ,0.00 ,,
2011-04-01,31.00 ,0.00 ,0.00 ,,
2011-04-02,31.00 ,0.00 ,0.00 ,,
2011-04-06,31.00 ,0.00 ,0.00 ,,
2011-04-07,31.00 ,0.00 ,0.00 ,,
2011-04-08,31.00 ,0.00 ,0.00 ,,
2011-04-11,31.00 ,0.00 ,0.00 ,,
2011-04-12,31.00 ,0.00 ,0.00 ,,
2011-04-13,30.50 ,-0.50 ,-1.61 ,,
2011-04-14,30.50 ,0.00 ,0.00 ,,
2011-04-15,30.50 ,0.00 ,0.00 ,,
2011-04-18,30.50 ,0.00 ,0.00 ,,
2011-04-19,30.50 ,0.00 ,0.00 ,,
2011-04-20,30.50 ,0.00 ,0.00 ,,
2011-04-21,30.50 ,0.00 ,0.00 ,,
2011-04-22,30.50 ,0.00 ,0.00 ,,
2011-04-25,30.50 ,0.00 ,0.00 ,,
2011-04-26,30.50 ,0.00 ,0.00 ,,
2011-04-27,30.50 ,0.00 ,0.00 ,,
2011-04-28,30.50 ,0.00 ,0.00 ,,
2011-04-29,30.50 ,0.00 ,0.00 ,,
2011-05-03,30.00 ,-0.50 ,-1.64 ,,
2011-05-04,30.00 ,0.00 ,0.00 ,,
2011-05-05,30.00 ,0.00 ,0.00 ,,
2011-05-06,30.00 ,0.00 ,0.00 ,,
2011-05-09,30.00 ,0.00 ,0.00 ,,
2011-05-10,30.00 ,0.00 ,0.00 ,,
2011-05-11,30.00 ,0.00 ,0.00 ,,
2011-05-12,30.00 ,0.00 ,0.00 ,,
2011-05-13,30.00 ,0.00 ,0.00 ,,
2011-05-16,30.00 ,0.00 ,0.00 ,,
2011-05-17,30.00 ,0.00 ,0.00 ,,
2011-05-18,30.00 ,0.00 ,0.00 ,,
2011-05-19,30.00 ,0.00 ,0.00 ,,
2011-05-20,30.00 ,0.00 ,0.00 ,,
2011-05-23,30.00 ,0.00 ,0.00 ,,
2011-05-24,30.00 ,0.00 ,0.00 ,,
2011-05-25,30.00 ,0.00 ,0.00 ,,
2011-05-26,30.00 ,0.00 ,0.00 ,,
2011-05-27,30.00 ,0.00 ,0.00 ,,
2011-05-30,30.00 ,0.00 ,0.00 ,,
2011-05-31,30.00 ,0.00 ,0.00 ,,
2011-06-01,30.00 ,0.00 ,0.00 ,,
2011-06-02,30.00 ,0.00 ,0.00 ,,
2011-06-03,30.00 ,0.00 ,0.00 ,,
2011-06-07,30.00 ,0.00 ,0.00 ,,
2011-06-08,30.00 ,0.00 ,0.00 ,,
2011-06-09,30.00 ,0.00 ,0.00 ,,
2011-06-10,30.00 ,0.00 ,0.00 ,,
2011-06-13,30.50 ,0.50 ,1.67 ,,
2011-06-14,30.50 ,0.00 ,0.00 ,,
2011-06-15,30.50 ,0.00 ,0.00 ,,
2011-06-16,30.50 ,0.00 ,0.00 ,,
2011-06-17,31.00 ,0.50 ,1.64 ,,
2011-06-20,31.00 ,0.00 ,0.00 ,,
2011-06-21,31.00 ,0.00 ,0.00 ,,
2011-06-22,31.00 ,0.00 ,0.00 ,,
2011-06-23,31.00 ,0.00 ,0.00 ,,
2011-06-24,32.00 ,1.00 ,3.23 ,,
2011-06-27,32.00 ,0.00 ,0.00 ,,
2011-06-28,32.00 ,0.00 ,0.00 ,,
2011-06-29,32.00 ,0.00 ,0.00 ,,
2011-06-30,32.00 ,0.00 ,0.00 ,,
2011-07-01,32.00 ,0.00 ,0.00 ,,
2011-07-04,32.00 ,0.00 ,0.00 ,,
2011-07-05,32.00 ,0.00 ,0.00 ,,
2011-07-07,32.00 ,0.00 ,0.00 ,,
2011-07-08,32.00 ,0.00 ,0.00 ,,
2011-07-11,32.00 ,0.00 ,0.00 ,,
2011-07-12,32.00 ,0.00 ,0.00 ,,
2011-07-13,32.00 ,0.00 ,0.00 ,,
2011-07-14,32.00 ,0.00 ,0.00 ,,
2011-07-15,32.00 ,0.00 ,0.00 ,,
2011-07-18,32.00 ,0.00 ,0.00 ,,
2011-07-19,32.00 ,0.00 ,0.00 ,,
2011-07-20,32.00 ,0.00 ,0.00 ,,
2011-07-21,32.00 ,0.00 ,0.00 ,,
2011-07-22,32.00 ,0.00 ,0.00 ,,
2011-07-25,32.00 ,0.00 ,0.00 ,,
2011-07-26,32.00 ,0.00 ,0.00 ,,
2011-07-27,32.00 ,0.00 ,0.00 ,,
2011-07-28,32.00 ,0.00 ,0.00 ,,
2011-07-29,32.00 ,0.00 ,0.00 ,,
2011-08-01,32.00 ,0.00 ,0.00 ,,
2011-08-02,32.50 ,0.50 ,1.56 ,,
2011-08-03,32.50 ,0.00 ,0.00 ,,
2011-08-04,33.00 ,0.50 ,1.54 ,,
2011-08-05,33.00 ,0.00 ,0.00 ,,
2011-08-08,33.00 ,0.00 ,0.00 ,,
2011-08-09,33.00 ,0.00 ,0.00 ,,
2011-08-10,33.00 ,0.00 ,0.00 ,,
2011-08-11,33.00 ,0.00 ,0.00 ,,
2011-08-12,33.00 ,0.00 ,0.00 ,,
2011-08-15,33.00 ,0.00 ,0.00 ,,
2011-08-16,33.00 ,0.00 ,0.00 ,,
2011-08-17,33.00 ,0.00 ,0.00 ,,
2011-08-18,34.00 ,1.00 ,3.03 ,,
2011-08-19,34.00 ,0.00 ,0.00 ,,
2011-08-22,34.50 ,0.50 ,1.47 ,,
2011-08-23,34.50 ,0.00 ,0.00 ,,
2011-08-24,35.00 ,0.50 ,1.45 ,,
2011-08-25,35.00 ,0.00 ,0.00 ,,
2011-08-26,35.00 ,0.00 ,0.00 ,,
2011-08-29,35.50 ,0.50 ,1.43 ,,
2011-08-30,35.50 ,0.00 ,0.00 ,,
2011-08-31,35.50 ,0.00 ,0.00 ,,
2011-09-01,35.50 ,0.00 ,0.00 ,,
2011-09-02,35.50 ,0.00 ,0.00 ,,
2011-09-05,35.50 ,0.00 ,0.00 ,,
2011-09-06,35.50 ,0.00 ,0.00 ,,
2011-09-07,35.50 ,0.00 ,0.00 ,,
2011-09-08,35.50 ,0.00 ,0.00 ,,
2011-09-09,35.50 ,0.00 ,0.00 ,,
2011-09-13,35.50 ,0.00 ,0.00 ,,
2011-09-14,35.50 ,0.00 ,0.00 ,,
2011-09-15,35.50 ,0.00 ,0.00 ,,
2011-09-16,35.50 ,0.00 ,0.00 ,,
2011-09-19,35.50 ,0.00 ,0.00 ,,
2011-09-20,35.50 ,0.00 ,0.00 ,,
2011-09-21,35.50 ,0.00 ,0.00 ,,
2011-09-22,35.50 ,0.00 ,0.00 ,,
2011-09-23,36.00 ,0.50 ,1.41 ,,
2011-09-26,36.00 ,0.00 ,0.00 ,,
2011-09-27,36.00 ,0.00 ,0.00 ,,
2011-09-28,36.00 ,0.00 ,0.00 ,,
2011-09-29,36.00 ,0.00 ,0.00 ,,
2011-09-30,36.00 ,0.00 ,0.00 ,,
2011-10-08,36.00 ,0.00 ,0.00 ,,
2011-10-09,36.00 ,0.00 ,0.00 ,,
2011-10-10,36.00 ,0.00 ,0.00 ,,
2011-10-11,36.00 ,0.00 ,0.00 ,,
2011-10-12,36.00 ,0.00 ,0.00 ,,
2011-10-13,36.00 ,0.00 ,0.00 ,,
2011-10-14,36.00 ,0.00 ,0.00 ,,
2011-10-17,36.00 ,0.00 ,0.00 ,,
2011-10-18,36.00 ,0.00 ,0.00 ,,
2011-10-19,36.00 ,0.00 ,0.00 ,,
2011-10-20,36.00 ,0.00 ,0.00 ,,
2011-10-21,36.00 ,0.00 ,0.00 ,,
2011-10-24,36.00 ,0.00 ,0.00 ,,
2011-10-25,36.00 ,0.00 ,0.00 ,,
2011-10-26,36.00 ,0.00 ,0.00 ,,
2011-10-27,36.00 ,0.00 ,0.00 ,,
2011-10-28,36.00 ,0.00 ,0.00 ,,
2011-10-31,36.00 ,0.00 ,0.00 ,,
2011-11-01,36.00 ,0.00 ,0.00 ,,
2011-11-02,36.00 ,0.00 ,0.00 ,,
2011-11-03,36.00 ,0.00 ,0.00 ,,
2011-11-04,36.00 ,0.00 ,0.00 ,,
2011-11-07,36.00 ,0.00 ,0.00 ,,
2011-11-08,36.00 ,0.00 ,0.00 ,,
2011-11-09,36.00 ,0.00 ,0.00 ,,
2011-11-10,36.00 ,0.00 ,0.00 ,,
2011-11-11,36.00 ,0.00 ,0.00 ,,
2011-11-14,36.00 ,0.00 ,0.00 ,,
2011-11-15,36.00 ,0.00 ,0.00 ,,
2011-11-16,36.00 ,0.00 ,0.00 ,,
2011-11-17,36.00 ,0.00 ,0.00 ,,
2011-11-18,36.00 ,0.00 ,0.00 ,,
2011-11-21,36.00 ,0.00 ,0.00 ,,
2011-11-22,36.00 ,0.00 ,0.00 ,,
2011-11-23,36.00 ,0.00 ,0.00 ,,
2011-11-24,36.00 ,0.00 ,0.00 ,,
