기준일,기준가격,등락가,등락비율,,
2011-11-25,36.00 ,0.00 ,0.00 ,,
2011-11-28,36.00 ,0.00 ,0.00 ,,
2011-11-29,36.00 ,0.00 ,0.00 ,,
2011-11-30,36.00 ,0.00 ,0.00 ,,
2011-12-01,36.00 ,0.00 ,0.00 ,,
2011-12-02,36.00 ,0.00 ,0.00 ,,
2011-12-05,36.00 ,0.00 ,0.00 ,,
2011-12-06,36.00 ,0.00 ,0.00 ,,
2011-12-07,36.00 ,0.00 ,0.00 ,,
2011-12-08,36.00 ,0.00 ,0.00 ,,
2011-12-09,36.00 ,0.00 ,0.00 ,,
2011-12-12,36.00 ,0.00 ,0.00 ,,
2011-12-13,36.00 ,0.00 ,0.00 ,,
2011-12-14,36.00 ,0.00 ,0.00 ,,
2011-12-15,36.00 ,0.00 ,0.00 ,,
2011-12-16,36.00 ,0.00 ,0.00 ,,
2011-12-19,36.00 ,0.00 ,0.00 ,,
2011-12-20,36.00 ,0.00 ,0.00 ,,
2011-12-21,36.00 ,0.00 ,0.00 ,,
2011-12-22,36.00 ,0.00 ,0.00 ,,
2011-12-23,36.00 ,0.00 ,0.00 ,,
2011-12-26,36.00 ,0.00 ,0.00 ,,
2011-12-27,36.00 ,0.00 ,0.00 ,,
2011-12-28,36.00 ,0.00 ,0.00 ,,
2011-12-29,36.00 ,0.00 ,0.00 ,,
2011-12-30,36.00 ,0.00 ,0.00 ,,
2011-12-31,36.00 ,0.00 ,0.00 ,,
2012-01-04,36.00 ,0.00 ,0.00 ,,
2012-01-05,36.00 ,0.00 ,0.00 ,,
2012-01-06,36.00 ,0.00 ,0.00 ,,
2012-01-09,36.50 ,0.50 ,1.39 ,,
2012-01-10,36.50 ,0.00 ,0.00 ,,
2012-01-11,36.50 ,0.00 ,0.00 ,,
2012-01-12,36.50 ,0.00 ,0.00 ,,
2012-01-13,36.50 ,0.00 ,0.00 ,,
2012-01-16,36.50 ,0.00 ,0.00 ,,
2012-01-17,36.50 ,0.00 ,0.00 ,,
2012-01-18,36.50 ,0.00 ,0.00 ,,
2012-01-19,37.00 ,0.50 ,1.37 ,,
2012-01-20,37.00 ,0.00 ,0.00 ,,
2012-01-29,37.00 ,0.00 ,0.00 ,,
2012-01-30,37.00 ,0.00 ,0.00 ,,
2012-01-31,37.00 ,0.00 ,0.00 ,,
2012-02-01,37.00 ,0.00 ,0.00 ,,
2012-02-02,37.00 ,0.00 ,0.00 ,,
2012-02-03,37.00 ,0.00 ,0.00 ,,
2012-02-06,37.00 ,0.00 ,0.00 ,,
2012-02-07,37.00 ,0.00 ,0.00 ,,
2012-02-08,37.00 ,0.00 ,0.00 ,,
2012-02-09,37.00 ,0.00 ,0.00 ,,
2012-02-10,37.00 ,0.00 ,0.00 ,,
2012-02-13,37.00 ,0.00 ,0.00 ,,
2012-02-14,37.00 ,0.00 ,0.00 ,,
2012-02-15,37.00 ,0.00 ,0.00 ,,
2012-02-16,37.00 ,0.00 ,0.00 ,,
2012-02-17,37.00 ,0.00 ,0.00 ,,
2012-02-20,37.00 ,0.00 ,0.00 ,,
2012-02-21,37.00 ,0.00 ,0.00 ,,
2012-02-22,37.00 ,0.00 ,0.00 ,,
2012-02-23,37.00 ,0.00 ,0.00 ,,
2012-02-24,37.00 ,0.00 ,0.00 ,,
2012-02-27,37.00 ,0.00 ,0.00 ,,
2012-02-28,37.00 ,0.00 ,0.00 ,,
2012-02-29,37.00 ,0.00 ,0.00 ,,
2012-03-01,37.00 ,0.00 ,0.00 ,,
2012-03-02,37.00 ,0.00 ,0.00 ,,
2012-03-05,37.00 ,0.00 ,0.00 ,,
2012-03-06,37.00 ,0.00 ,0.00 ,,
2012-03-07,37.00 ,0.00 ,0.00 ,,
2012-03-08,37.00 ,0.00 ,0.00 ,,
2012-03-09,37.00 ,0.00 ,0.00 ,,
2012-03-12,37.00 ,0.00 ,0.00 ,,
2012-03-13,37.00 ,0.00 ,0.00 ,,
2012-03-14,37.00 ,0.00 ,0.00 ,,
2012-03-15,37.00 ,0.00 ,0.00 ,,
2012-03-16,37.00 ,0.00 ,0.00 ,,
2012-03-19,37.00 ,0.00 ,0.00 ,,
2012-03-20,37.00 ,0.00 ,0.00 ,,
2012-03-21,37.00 ,0.00 ,0.00 ,,
2012-03-22,37.00 ,0.00 ,0.00 ,,
2012-03-23,37.00 ,0.00 ,0.00 ,,
2012-03-26,37.00 ,0.00 ,0.00 ,,
2012-03-27,37.00 ,0.00 ,0.00 ,,
2012-03-28,37.00 ,0.00 ,0.00 ,,
2012-03-29,37.00 ,0.00 ,0.00 ,,
2012-03-30,37.00 ,0.00 ,0.00 ,,
2012-03-31,37.00 ,0.00 ,0.00 ,,
2012-04-01,37.00 ,0.00 ,0.00 ,,
2012-04-05,37.00 ,0.00 ,0.00 ,,
2012-04-06,37.00 ,0.00 ,0.00 ,,
2012-04-09,37.00 ,0.00 ,0.00 ,,
2012-04-10,37.00 ,0.00 ,0.00 ,,
2012-04-11,37.00 ,0.00 ,0.00 ,,
2012-04-12,37.00 ,0.00 ,0.00 ,,
2012-04-13,37.00 ,0.00 ,0.00 ,,
2012-04-16,37.00 ,0.00 ,0.00 ,,
2012-04-17,37.00 ,0.00 ,0.00 ,,
2012-04-18,37.00 ,0.00 ,0.00 ,,
2012-04-19,37.00 ,0.00 ,0.00 ,,
2012-04-20,37.00 ,0.00 ,0.00 ,,
2012-04-23,37.50 ,0.50 ,1.35 ,,
2012-04-24,37.50 ,0.00 ,0.00 ,,
2012-04-25,37.50 ,0.00 ,0.00 ,,
2012-04-26,37.50 ,0.00 ,0.00 ,,
2012-04-27,37.50 ,0.00 ,0.00 ,,
2012-04-28,37.50 ,0.00 ,0.00 ,,
2012-05-02,37.50 ,0.00 ,0.00 ,,
2012-05-03,37.50 ,0.00 ,0.00 ,,
2012-05-04,37.50 ,0.00 ,0.00 ,,
2012-05-07,38.00 ,0.50 ,1.33 ,,
2012-05-08,38.00 ,0.00 ,0.00 ,,
2012-05-09,38.00 ,0.00 ,0.00 ,,
2012-05-10,38.00 ,0.00 ,0.00 ,,
2012-05-11,38.00 ,0.00 ,0.00 ,,
2012-05-14,38.00 ,0.00 ,0.00 ,,
2012-05-15,38.00 ,0.00 ,0.00 ,,
2012-05-16,38.00 ,0.00 ,0.00 ,,
2012-05-17,38.00 ,0.00 ,0.00 ,,
2012-05-18,38.50 ,0.50 ,1.32 ,,
2012-05-21,38.50 ,0.00 ,0.00 ,,
2012-05-22,38.50 ,0.00 ,0.00 ,,
2012-05-23,38.50 ,0.00 ,0.00 ,,
2012-05-24,38.50 ,0.00 ,0.00 ,,
2012-05-25,38.50 ,0.00 ,0.00 ,,
2012-05-29,39.00 ,0.50 ,1.30 ,,
2012-05-30,39.50 ,0.50 ,1.28 ,,
2012-05-31,39.50 ,0.00 ,0.00 ,,
2012-06-01,40.00 ,0.50 ,1.27 ,,
2012-06-04,40.00 ,0.00 ,0.00 ,,
2012-06-05,40.00 ,0.00 ,0.00 ,,
2012-06-06,40.00 ,0.00 ,0.00 ,,
2012-06-07,40.00 ,0.00 ,0.00 ,,
2012-06-08,40.00 ,0.00 ,0.00 ,,
2012-06-11,40.00 ,0.00 ,0.00 ,,
2012-06-12,40.25 ,0.25 ,0.63 ,,
2012-06-13,40.50 ,0.25 ,0.62 ,,
2012-06-14,40.50 ,0.00 ,0.00 ,,
2012-06-15,40.50 ,0.00 ,0.00 ,,
2012-06-18,40.50 ,0.00 ,0.00 ,,
2012-06-19,41.00 ,0.50 ,1.23 ,,
2012-06-20,41.00 ,0.00 ,0.00 ,,
2012-06-21,41.00 ,0.00 ,0.00 ,,
2012-06-25,41.00 ,0.00 ,0.00 ,,
2012-06-26,41.00 ,0.00 ,0.00 ,,
2012-06-27,41.00 ,0.00 ,0.00 ,,
2012-06-28,41.00 ,0.00 ,0.00 ,,
2012-06-29,41.00 ,0.00 ,0.00 ,,
2012-07-02,41.00 ,0.00 ,0.00 ,,
2012-07-03,41.00 ,0.00 ,0.00 ,,
2012-07-04,41.00 ,0.00 ,0.00 ,,
2012-07-05,41.00 ,0.00 ,0.00 ,,
2012-07-06,41.00 ,0.00 ,0.00 ,,
2012-07-09,41.00 ,0.00 ,0.00 ,,
2012-07-10,41.00 ,0.00 ,0.00 ,,
2012-07-11,41.00 ,0.00 ,0.00 ,,
2012-07-12,41.00 ,0.00 ,0.00 ,,
2012-07-13,41.00 ,0.00 ,0.00 ,,
2012-07-16,41.00 ,0.00 ,0.00 ,,
2012-07-17,41.00 ,0.00 ,0.00 ,,
2012-07-18,41.00 ,0.00 ,0.00 ,,
2012-07-19,41.00 ,0.00 ,0.00 ,,
2012-07-20,41.00 ,0.00 ,0.00 ,,
2012-07-23,41.00 ,0.00 ,0.00 ,,
2012-07-24,41.00 ,0.00 ,0.00 ,,
2012-07-25,41.00 ,0.00 ,0.00 ,,
2012-07-26,41.00 ,0.00 ,0.00 ,,
2012-07-27,41.00 ,0.00 ,0.00 ,,
2012-07-30,41.00 ,0.00 ,0.00 ,,
2012-07-31,41.00 ,0.00 ,0.00 ,,
2012-08-01,41.00 ,0.00 ,0.00 ,,
2012-08-02,41.00 ,0.00 ,0.00 ,,
2012-08-03,41.00 ,0.00 ,0.00 ,,
2012-08-06,41.00 ,0.00 ,0.00 ,,
2012-08-07,41.00 ,0.00 ,0.00 ,,
2012-08-08,41.00 ,0.00 ,0.00 ,,
2012-08-09,41.00 ,0.00 ,0.00 ,,
2012-08-10,41.00 ,0.00 ,0.00 ,,
2012-08-13,41.00 ,0.00 ,0.00 ,,
2012-08-14,41.00 ,0.00 ,0.00 ,,
2012-08-15,41.00 ,0.00 ,0.00 ,,
2012-08-16,41.00 ,0.00 ,0.00 ,,
2012-08-17,41.00 ,0.00 ,0.00 ,,
2012-08-20,41.00 ,0.00 ,0.00 ,,
2012-08-21,41.00 ,0.00 ,0.00 ,,
2012-08-22,41.00 ,0.00 ,0.00 ,,
2012-08-23,41.00 ,0.00 ,0.00 ,,
2012-08-24,41.00 ,0.00 ,0.00 ,,
2012-08-27,41.00 ,0.00 ,0.00 ,,
2012-08-28,41.00 ,0.00 ,0.00 ,,
2012-08-29,41.00 ,0.00 ,0.00 ,,
2012-08-30,41.00 ,0.00 ,0.00 ,,
2012-08-31,41.00 ,0.00 ,0.00 ,,
2012-09-03,41.00 ,0.00 ,0.00 ,,
2012-09-04,41.00 ,0.00 ,0.00 ,,
2012-09-05,41.00 ,0.00 ,0.00 ,,
2012-09-06,41.00 ,0.00 ,0.00 ,,
2012-09-07,41.00 ,0.00 ,0.00 ,,
2012-09-10,41.00 ,0.00 ,0.00 ,,
2012-09-11,41.00 ,0.00 ,0.00 ,,
2012-09-12,41.00 ,0.00 ,0.00 ,,
2012-09-13,41.00 ,0.00 ,0.00 ,,
2012-09-14,41.00 ,0.00 ,0.00 ,,
2012-09-17,41.00 ,0.00 ,0.00 ,,
2012-09-18,41.00 ,0.00 ,0.00 ,,
2012-09-19,41.00 ,0.00 ,0.00 ,,
2012-09-20,41.00 ,0.00 ,0.00 ,,
2012-09-21,41.00 ,0.00 ,0.00 ,,
2012-09-24,41.00 ,0.00 ,0.00 ,,
2012-09-25,41.00 ,0.00 ,0.00 ,,
2012-09-26,41.00 ,0.00 ,0.00 ,,
2012-09-27,41.00 ,0.00 ,0.00 ,,
2012-09-28,41.00 ,0.00 ,0.00 ,,
2012-09-29,41.00 ,0.00 ,0.00 ,,
2012-10-08,41.00 ,0.00 ,0.00 ,,
2012-10-09,41.00 ,0.00 ,0.00 ,,
2012-10-10,41.00 ,0.00 ,0.00 ,,
2012-10-11,41.00 ,0.00 ,0.00 ,,
2012-10-12,41.00 ,0.00 ,0.00 ,,
2012-10-15,41.00 ,0.00 ,0.00 ,,
2012-10-16,41.00 ,0.00 ,0.00 ,,
2012-10-17,41.00 ,0.00 ,0.00 ,,
2012-10-18,41.00 ,0.00 ,0.00 ,,
2012-10-19,41.00 ,0.00 ,0.00 ,,
2012-10-22,41.00 ,0.00 ,0.00 ,,
2012-10-23,41.00 ,0.00 ,0.00 ,,
2012-10-24,41.00 ,0.00 ,0.00 ,,
2012-10-25,41.00 ,0.00 ,0.00 ,,
2012-10-26,41.00 ,0.00 ,0.00 ,,
2012-10-29,41.00 ,0.00 ,0.00 ,,
2012-10-30,41.00 ,0.00 ,0.00 ,,
2012-10-31,41.00 ,0.00 ,0.00 ,,
2012-11-01,41.00 ,0.00 ,0.00 ,,
2012-11-02,41.00 ,0.00 ,0.00 ,,
2012-11-05,41.00 ,0.00 ,0.00 ,,
2012-11-06,41.00 ,0.00 ,0.00 ,,
2012-11-07,41.00 ,0.00 ,0.00 ,,
2012-11-08,41.00 ,0.00 ,0.00 ,,
2012-11-09,41.00 ,0.00 ,0.00 ,,
2012-11-12,41.00 ,0.00 ,0.00 ,,
2012-11-13,41.00 ,0.00 ,0.00 ,,
2012-11-14,41.00 ,0.00 ,0.00 ,,
2012-11-15,41.00 ,0.00 ,0.00 ,,
2012-11-16,41.00 ,0.00 ,0.00 ,,
2012-11-19,41.00 ,0.00 ,0.00 ,,
2012-11-20,41.00 ,0.00 ,0.00 ,,
2012-11-21,41.00 ,0.00 ,0.00 ,,
2012-11-22,41.00 ,0.00 ,0.00 ,,
2012-11-23,41.00 ,0.00 ,0.00 ,,
2012-11-26,41.00 ,0.00 ,0.00 ,,
2012-11-27,41.00 ,0.00 ,0.00 ,,
2012-11-28,41.00 ,0.00 ,0.00 ,,
2012-11-29,41.00 ,0.00 ,0.00 ,,
2012-11-30,40.50 ,-0.50 ,-1.22 ,,
2012-12-03,40.50 ,0.00 ,0.00 ,,
2012-12-04,40.50 ,0.00 ,0.00 ,,
2012-12-05,40.50 ,0.00 ,0.00 ,,
2012-12-06,40.50 ,0.00 ,0.00 ,,
2012-12-07,40.50 ,0.00 ,0.00 ,,
2012-12-10,40.50 ,0.00 ,0.00 ,,
2012-12-11,40.50 ,0.00 ,0.00 ,,
2012-12-12,40.50 ,0.00 ,0.00 ,,
2012-12-13,40.50 ,0.00 ,0.00 ,,
2012-12-14,40.50 ,0.00 ,0.00 ,,
2012-12-17,40.50 ,0.00 ,0.00 ,,
2012-12-18,40.50 ,0.00 ,0.00 ,,
2012-12-19,40.50 ,0.00 ,0.00 ,,
2012-12-20,40.50 ,0.00 ,0.00 ,,
2012-12-21,40.50 ,0.00 ,0.00 ,,
2012-12-24,40.50 ,0.00 ,0.00 ,,
2012-12-25,40.50 ,0.00 ,0.00 ,,
2012-12-26,40.50 ,0.00 ,0.00 ,,
2012-12-27,40.50 ,0.00 ,0.00 ,,
2012-12-28,40.50 ,0.00 ,0.00 ,,
2013-01-04,40.50 ,0.00 ,0.00 ,,
2013-01-05,40.50 ,0.00 ,0.00 ,,
2013-01-06,36.00 ,-4.50 ,-11.11 ,,
2013-01-07,36.00 ,0.00 ,0.00 ,,
2013-01-08,40.50 ,4.50 ,12.50 ,,
2013-01-09,40.50 ,0.00 ,0.00 ,,
2013-01-10,40.50 ,0.00 ,0.00 ,,
2013-01-11,40.50 ,0.00 ,0.00 ,,
2013-01-13,36.00 ,-4.50 ,-11.11 ,,
2013-01-14,36.00 ,0.00 ,0.00 ,,
2013-01-15,40.50 ,4.50 ,12.50 ,,
2013-01-16,40.50 ,0.00 ,0.00 ,,
2013-01-17,40.50 ,0.00 ,0.00 ,,
2013-01-18,40.50 ,0.00 ,0.00 ,,
2013-01-20,36.00 ,-4.50 ,-11.11 ,,
2013-01-21,36.00 ,0.00 ,0.00 ,,
2013-01-22,40.50 ,4.50 ,12.50 ,,
2013-01-23,40.50 ,0.00 ,0.00 ,,
2013-01-24,40.50 ,0.00 ,0.00 ,,
2013-01-25,40.50 ,0.00 ,0.00 ,,
2013-01-27,36.00 ,-4.50 ,-11.11 ,,
2013-01-28,36.00 ,0.00 ,0.00 ,,
2013-01-29,40.50 ,4.50 ,12.50 ,,
2013-01-30,40.50 ,0.00 ,0.00 ,,
2013-01-31,40.50 ,0.00 ,0.00 ,,
2013-02-01,40.50 ,0.00 ,0.00 ,,
2013-02-05,40.50 ,0.00 ,0.00 ,,
2013-02-06,40.50 ,0.00 ,0.00 ,,
2013-02-07,40.50 ,0.00 ,0.00 ,,
2013-02-08,40.50 ,0.00 ,0.00 ,,
2013-02-10,36.00 ,-4.50 ,-11.11 ,,
2013-02-11,36.00 ,0.00 ,0.00 ,,
2013-02-16,40.50 ,4.50 ,12.50 ,,
2013-02-17,36.00 ,-4.50 ,-11.11 ,,
2013-02-18,36.00 ,0.00 ,0.00 ,,
2013-02-19,40.50 ,4.50 ,12.50 ,,
2013-02-20,40.50 ,0.00 ,0.00 ,,
2013-02-21,40.50 ,0.00 ,0.00 ,,
2013-02-22,40.50 ,0.00 ,0.00 ,,
2013-02-24,36.00 ,-4.50 ,-11.11 ,,
2013-02-25,36.00 ,0.00 ,0.00 ,,
2013-02-26,40.50 ,4.50 ,12.50 ,,
2013-02-27,40.50 ,0.00 ,0.00 ,,
2013-02-28,40.50 ,0.00 ,0.00 ,,
2013-03-01,40.50 ,0.00 ,0.00 ,,
2013-03-04,41.00 ,0.50 ,1.23 ,,
2013-03-05,41.00 ,0.00 ,0.00 ,,
2013-03-06,41.00 ,0.00 ,0.00 ,,
2013-03-07,41.00 ,0.00 ,0.00 ,,
2013-03-08,41.00 ,0.00 ,0.00 ,,
2013-03-11,41.00 ,0.00 ,0.00 ,,
2013-03-12,41.00 ,0.00 ,0.00 ,,
2013-03-13,41.00 ,0.00 ,0.00 ,,
2013-03-14,41.00 ,0.00 ,0.00 ,,
2013-03-15,41.00 ,0.00 ,0.00 ,,
2013-03-18,41.00 ,0.00 ,0.00 ,,
2013-03-19,41.00 ,0.00 ,0.00 ,,
2013-03-20,41.00 ,0.00 ,0.00 ,,
2013-03-21,41.00 ,0.00 ,0.00 ,,
2013-03-22,41.00 ,0.00 ,0.00 ,,
2013-03-25,41.00 ,0.00 ,0.00 ,,
2013-03-26,41.00 ,0.00 ,0.00 ,,
2013-03-27,41.00 ,0.00 ,0.00 ,,
2013-03-28,41.00 ,0.00 ,0.00 ,,
2013-03-29,41.00 ,0.00 ,0.00 ,,
2013-04-01,41.00 ,0.00 ,0.00 ,,
2013-04-02,41.00 ,0.00 ,0.00 ,,
2013-04-03,41.00 ,0.00 ,0.00 ,,
2013-04-07,41.00 ,0.00 ,0.00 ,,
2013-04-08,41.00 ,0.00 ,0.00 ,,
2013-04-09,41.00 ,0.00 ,0.00 ,,
2013-04-10,41.00 ,0.00 ,0.00 ,,
2013-04-11,41.00 ,0.00 ,0.00 ,,
2013-04-12,41.00 ,0.00 ,0.00 ,,
2013-04-15,41.00 ,0.00 ,0.00 ,,
2013-04-16,41.00 ,0.00 ,0.00 ,,
2013-04-17,41.00 ,0.00 ,0.00 ,,
2013-04-18,41.00 ,0.00 ,0.00 ,,
2013-04-19,41.00 ,0.00 ,0.00 ,,
2013-04-22,41.00 ,0.00 ,0.00 ,,
2013-04-23,41.00 ,0.00 ,0.00 ,,
2013-04-24,41.00 ,0.00 ,0.00 ,,
2013-04-25,41.00 ,0.00 ,0.00 ,,
2013-04-26,41.00 ,0.00 ,0.00 ,,
2013-04-27,41.00 ,0.00 ,0.00 ,,
2013-04-29,41.00 ,0.00 ,0.00 ,,
2013-04-30,41.00 ,0.00 ,0.00 ,,
2013-05-01,41.00 ,0.00 ,0.00 ,,
2013-05-02,41.00 ,0.00 ,0.00 ,,
2013-05-03,41.00 ,0.00 ,0.00 ,,
2013-05-06,41.00 ,0.00 ,0.00 ,,
2013-05-07,41.00 ,0.00 ,0.00 ,,
2013-05-08,41.00 ,0.00 ,0.00 ,,
2013-05-09,41.00 ,0.00 ,0.00 ,,
2013-05-10,41.00 ,0.00 ,0.00 ,,
2013-05-13,41.00 ,0.00 ,0.00 ,,
2013-05-14,41.00 ,0.00 ,0.00 ,,
2013-05-15,40.50 ,-0.50 ,-1.22 ,,
2013-05-16,40.50 ,0.00 ,0.00 ,,
2013-05-20,40.50 ,0.00 ,0.00 ,,
2013-05-21,40.50 ,0.00 ,0.00 ,,
2013-05-22,40.00 ,-0.50 ,-1.23 ,,
2013-05-23,40.00 ,0.00 ,0.00 ,,
2013-05-24,40.00 ,0.00 ,0.00 ,,
2013-05-27,40.00 ,0.00 ,0.00 ,,
2013-05-28,40.00 ,0.00 ,0.00 ,,
2013-05-29,40.00 ,0.00 ,0.00 ,,
2013-05-30,40.00 ,0.00 ,0.00 ,,
2013-05-31,40.00 ,0.00 ,0.00 ,,
2013-06-03,40.00 ,0.00 ,0.00 ,,
2013-06-04,40.00 ,0.00 ,0.00 ,,
2013-06-05,40.00 ,0.00 ,0.00 ,,
2013-06-06,40.00 ,0.00 ,0.00 ,,
2013-06-07,40.00 ,0.00 ,0.00 ,,
2013-06-08,40.00 ,0.00 ,0.00 ,,
2013-06-09,40.00 ,0.00 ,0.00 ,,
2013-06-13,40.00 ,0.00 ,0.00 ,,
2013-06-14,40.00 ,0.00 ,0.00 ,,
2013-06-17,40.00 ,0.00 ,0.00 ,,
2013-06-18,40.00 ,0.00 ,0.00 ,,
2013-06-19,40.00 ,0.00 ,0.00 ,,
2013-06-20,40.00 ,0.00 ,0.00 ,,
2013-06-21,40.00 ,0.00 ,0.00 ,,
2013-06-24,40.00 ,0.00 ,0.00 ,,
2013-06-25,40.00 ,0.00 ,0.00 ,,
2013-06-26,39.00 ,-1.00 ,-2.50 ,,
2013-06-27,39.00 ,0.00 ,0.00 ,,
2013-06-28,39.00 ,0.00 ,0.00 ,,
2013-07-01,39.00 ,0.00 ,0.00 ,,
2013-07-02,39.00 ,0.00 ,0.00 ,,
2013-07-03,38.50 ,-0.50 ,-1.28 ,,
2013-07-04,38.50 ,0.00 ,0.00 ,,
2013-07-05,38.00 ,-0.50 ,-1.30 ,,
2013-07-08,38.00 ,0.00 ,0.00 ,,
2013-07-09,38.00 ,0.00 ,0.00 ,,
2013-07-10,38.00 ,0.00 ,0.00 ,,
2013-07-11,38.00 ,0.00 ,0.00 ,,
2013-07-12,38.00 ,0.00 ,0.00 ,,
2013-07-15,38.00 ,0.00 ,0.00 ,,
2013-07-16,38.00 ,0.00 ,0.00 ,,
2013-07-17,38.00 ,0.00 ,0.00 ,,
2013-07-18,38.00 ,0.00 ,0.00 ,,
2013-07-19,38.00 ,0.00 ,0.00 ,,
2013-07-22,38.00 ,0.00 ,0.00 ,,
2013-07-23,37.50 ,-0.50 ,-1.32 ,,
2013-07-24,37.50 ,0.00 ,0.00 ,,
2013-07-25,37.50 ,0.00 ,0.00 ,,
2013-07-26,37.50 ,0.00 ,0.00 ,,
2013-07-29,37.50 ,0.00 ,0.00 ,,
2013-07-30,37.50 ,0.00 ,0.00 ,,
2013-07-31,37.50 ,0.00 ,0.00 ,,
2013-08-01,37.50 ,0.00 ,0.00 ,,
2013-08-02,37.50 ,0.00 ,0.00 ,,
2013-08-05,37.50 ,0.00 ,0.00 ,,
2013-08-06,37.00 ,-0.50 ,-1.33 ,,
2013-08-07,37.00 ,0.00 ,0.00 ,,
2013-08-08,37.00 ,0.00 ,0.00 ,,
2013-08-09,37.00 ,0.00 ,0.00 ,,
2013-08-12,37.00 ,0.00 ,0.00 ,,
2013-08-13,37.00 ,0.00 ,0.00 ,,
2013-08-14,37.00 ,0.00 ,0.00 ,,
2013-08-15,37.00 ,0.00 ,0.00 ,,
2013-08-16,37.00 ,0.00 ,0.00 ,,
2013-08-19,37.00 ,0.00 ,0.00 ,,
2013-08-20,37.00 ,0.00 ,0.00 ,,
2013-08-21,37.00 ,0.00 ,0.00 ,,
2013-08-22,37.00 ,0.00 ,0.00 ,,
2013-08-23,37.00 ,0.00 ,0.00 ,,
2013-08-26,37.00 ,0.00 ,0.00 ,,
2013-08-27,37.00 ,0.00 ,0.00 ,,
2013-08-28,37.00 ,0.00 ,0.00 ,,
2013-08-29,37.00 ,0.00 ,0.00 ,,
2013-08-30,37.00 ,0.00 ,0.00 ,,
2013-09-02,37.00 ,0.00 ,0.00 ,,
2013-09-03,37.00 ,0.00 ,0.00 ,,
2013-09-04,37.00 ,0.00 ,0.00 ,,
2013-09-05,37.00 ,0.00 ,0.00 ,,
2013-09-06,37.00 ,0.00 ,0.00 ,,
2013-09-09,37.00 ,0.00 ,0.00 ,,
2013-09-10,37.00 ,0.00 ,0.00 ,,
2013-09-11,37.00 ,0.00 ,0.00 ,,
2013-09-12,37.00 ,0.00 ,0.00 ,,
2013-09-13,37.00 ,0.00 ,0.00 ,,
2013-09-16,37.00 ,0.00 ,0.00 ,,
2013-09-17,37.00 ,0.00 ,0.00 ,,
2013-09-18,37.00 ,0.00 ,0.00 ,,
2013-09-19,37.00 ,0.00 ,0.00 ,,
2013-09-20,37.00 ,0.00 ,0.00 ,,
2013-09-23,37.00 ,0.00 ,0.00 ,,
2013-09-24,37.00 ,0.00 ,0.00 ,,
2013-09-25,37.00 ,0.00 ,0.00 ,,
2013-09-26,37.00 ,0.00 ,0.00 ,,
2013-09-27,37.00 ,0.00 ,0.00 ,,
2013-09-30,37.00 ,0.00 ,0.00 ,,
2013-10-01,37.00 ,0.00 ,0.00 ,,
2013-10-02,37.00 ,0.00 ,0.00 ,,
2013-10-03,37.00 ,0.00 ,0.00 ,,
2013-10-04,37.00 ,0.00 ,0.00 ,,
2013-10-07,37.00 ,0.00 ,0.00 ,,
2013-10-08,37.00 ,0.00 ,0.00 ,,
2013-10-09,37.00 ,0.00 ,0.00 ,,
2013-10-10,37.00 ,0.00 ,0.00 ,,
2013-10-11,37.00 ,0.00 ,0.00 ,,
2013-10-14,37.00 ,0.00 ,0.00 ,,
2013-10-15,37.00 ,0.00 ,0.00 ,,
2013-10-16,37.00 ,0.00 ,0.00 ,,
2013-10-17,37.00 ,0.00 ,0.00 ,,
2013-10-18,37.00 ,0.00 ,0.00 ,,
2013-10-21,36.50 ,-0.50 ,-1.35 ,,
2013-10-22,36.50 ,0.00 ,0.00 ,,
2013-10-23,36.50 ,0.00 ,0.00 ,,
2013-10-24,36.50 ,0.00 ,0.00 ,,
2013-10-25,36.50 ,0.00 ,0.00 ,,
2013-10-28,36.50 ,0.00 ,0.00 ,,
2013-10-29,36.50 ,0.00 ,0.00 ,,
2013-10-30,36.50 ,0.00 ,0.00 ,,
2013-10-31,36.00 ,-0.50 ,-1.37 ,,
2013-11-01,36.00 ,0.00 ,0.00 ,,
2013-11-04,36.00 ,0.00 ,0.00 ,,
2013-11-05,36.00 ,0.00 ,0.00 ,,
2013-11-06,36.00 ,0.00 ,0.00 ,,
2013-11-07,36.00 ,0.00 ,0.00 ,,
2013-11-08,36.00 ,0.00 ,0.00 ,,
2013-11-11,36.00 ,0.00 ,0.00 ,,
2013-11-12,36.00 ,0.00 ,0.00 ,,
2013-11-13,36.00 ,0.00 ,0.00 ,,
2013-11-14,36.00 ,0.00 ,0.00 ,,
2013-11-15,36.00 ,0.00 ,0.00 ,,
2013-11-18,36.00 ,0.00 ,0.00 ,,
2013-11-19,36.00 ,0.00 ,0.00 ,,
2013-11-20,36.00 ,0.00 ,0.00 ,,
2013-11-21,36.00 ,0.00 ,0.00 ,,
2013-11-22,36.00 ,0.00 ,0.00 ,,
2013-11-25,36.00 ,0.00 ,0.00 ,,
2013-11-26,36.00 ,0.00 ,0.00 ,,
2013-11-27,36.00 ,0.00 ,0.00 ,,
2013-11-28,36.00 ,0.00 ,0.00 ,,
2013-11-29,36.00 ,0.00 ,0.00 ,,
2013-12-02,36.00 ,0.00 ,0.00 ,,
2013-12-03,36.00 ,0.00 ,0.00 ,,
2013-12-04,36.00 ,0.00 ,0.00 ,,
2013-12-05,36.00 ,0.00 ,0.00 ,,
2013-12-06,36.00 ,0.00 ,0.00 ,,
