일자,종가지수,평균지수,한국금리,미국금리,3년 국채,동행지수,선행지수,한국GDP,GDP+금리,GDP+금리+선행지수,GDP+금리+선행지수(크게),금리,100,금리+선행지수,3년국채+선행지수,
201704,2205.44,2167.43,1.25,1,1.678,101.9,100.7,"1,772,419.13"," 1,550,867 "," 1,561,722.81 "," 1,659,427.41 ",0.875,1.07,93.625,0.8322,89.0454
201705,2347.38,2292.27,1.25,1,1.690526316,102.1,100.7,"1,780,329.02"," 1,557,788 "," 1,568,692.40 "," 1,666,833.04 ",0.875,1.07,93.625,0.830947368,88.91136842
201706,2391.79,2369.215,1.25,1.25,1.674285714,102.1,100.9,"1,788,238.90"," 1,564,709 "," 1,578,791.42 "," 1,705,532.85 ",0.875,1.09,95.375,0.832571429,90.75028571
201707,2402.71,2413,1.25,1.25,1.74,102.1,100.9,"1,796,148.78"," 1,571,630 "," 1,585,774.86 "," 1,713,076.90 ",0.875,1.09,95.375,0.826,90.034
201708,2363.19,2372.335,1.25,1.25,1.778095238,102.1,101.1,"1,804,058.67"," 1,578,551 "," 1,595,915.40 "," 1,752,191.98 ",0.875,1.11,97.125,0.822190476,91.26314286
201709,2394.47,2371.715,1.25,1.25,1.786190476,102.3,101,"1,811,968.55"," 1,585,472 "," 1,601,327.21 "," 1,744,019.73 ",0.875,1.1,96.25,0.821380952,90.35190476
201710,2523.43,2474.71,1.25,1.25,2.026875,102.1,101,"1,819,878.43"," 1,592,394 "," 1,608,317.57 "," 1,751,632.99 ",0.875,1.1,96.25,0.7973125,87.704375
201711,2476.37,2517.955,1.5,1.25,2.150909091,102.1,100.9,"1,827,788.32"," 1,553,620 "," 1,567,602.65 "," 1,693,445.88 ",0.85,1.09,92.65,0.784909091,85.55509091
201712,2467.49,2463.045,1.5,1.5,2.0985,101.7,100.8,"1,835,698.20"," 1,560,343 "," 1,572,826.22 "," 1,685,170.95 ",0.85,1.08,91.8,0.79015,85.3362
201801,2566.46,2536.52,1.5,1.25,2.189545455,101.7,100.8,"1,840,906.07"," 1,564,770 "," 1,577,288.32 "," 1,689,951.77 ",0.85,1.08,91.8,0.781045455,84.35290909
201802,2427.36,2465.235,1.5,1.5,2.277222222,101.9,100.8,"1,846,113.93"," 1,569,197 "," 1,581,750.42 "," 1,694,732.59 ",0.85,1.08,91.8,0.772277778,83.406
201803,2445.85,2441.755,1.5,1.75,2.271904762,101.9,100.8,"1,851,321.80"," 1,573,624 "," 1,586,212.52 "," 1,699,513.41 ",0.85,1.08,91.8,0.772809524,83.46342857
201804,2515.38,2460.645,1.5,1.75,2.194761905,101.9,100.4,"1,856,529.67"," 1,578,050 "," 1,584,362.42 "," 1,641,172.23 ",0.85,1.04,88.4,0.78052381,81.17447619
201805,2423.01,2458.075,1.5,1.75,2.2515,101.8,100.4,"1,861,737.53"," 1,582,477 "," 1,588,806.81 "," 1,645,775.98 ",0.85,1.04,88.4,0.77485,80.5844
201806,2326.13,2387.975,1.5,2,2.176111111,101.8,100.3,"1,866,945.40"," 1,586,904 "," 1,591,664.30 "," 1,634,510.70 ",0.85,1.03,87.55,0.782388889,80.58605556
201807,2295.26,2285.745,1.5,2,2.098181818,101.6,100.2,"1,872,153.27"," 1,591,330 "," 1,594,512.94 "," 1,623,156.88 ",0.85,1.02,86.7,0.790181818,80.59854545
201808,2322.88,2270.485,1.5,2,2.019545455,101.5,99.9,"1,877,361.13"," 1,595,757 "," 1,594,161.21 "," 1,579,799.39 ",0.85,0.99,84.15,0.798045455,79.0065
201809,2343.07,2310.76,1.5,2.25,1.952941176,101.1,99.7,"1,882,569.00"," 1,600,184 "," 1,595,383.10 "," 1,552,178.14 ",0.85,0.97,82.45,0.804705882,78.05647059
201810,2029.69,2169.03,1.5,2.25,2.01,100.9,99.4,"1,887,776.87"," 1,604,610 "," 1,594,982.67 "," 1,508,333.72 ",0.85,0.94,79.9,0.799,75.106
201811,2096.86,2080.085,1.75,2.25,1.939545455,100.7,99.2,"1,892,984.73"," 1,561,712 "," 1,549,218.71 "," 1,436,775.41 ",0.825,0.92,75.9,0.806045455,74.15618182
201812,2041.04,2075.46,1.75,2.5,1.825,100.5,98.9,"1,898,192.60"," 1,566,009 "," 1,548,782.80 "," 1,393,747.92 ",0.825,0.89,73.425,0.8175,72.7575
201901,2204.85,2103.705,1.75,2.5,1.807142857,100.7,98.8,"1,900,384.73"," 1,567,817 "," 1,549,003.59 "," 1,379,679.31 ",0.825,0.88,72.6,0.819285714,72.09714286
201902,2195.44,2204.56,1.75,2.5,1.801176471,100.1,98.7,"1,902,576.85"," 1,569,626 "," 1,549,220.76 "," 1,365,574.53 ",0.825,0.87,71.775,0.819882353,71.32976471
201903,2140.67,2168.475,1.75,2.5,1.7885,100.1,98.8,"1,904,768.98"," 1,571,434 "," 1,552,577.19 "," 1,382,862.28 ",0.825,0.88,72.6,0.82115,72.2612
201904,2203.59,2202.68,1.75,2.5,1.736818182,99.9,98.8,"1,906,961.10"," 1,573,243 "," 1,554,363.99 "," 1,384,453.76 ",0.825,0.88,72.6,0.826318182,72.716
201905,2041.74,2116.64,1.75,2.5,1.680952381,100.2,98.6,"1,909,153.23"," 1,575,051 "," 1,553,000.69 "," 1,354,544.21 ",0.825,0.86,70.95,0.831904762,71.54380952
201906,2130.62,2085.22,1.75,2.5,1.495789474,100.2,98.3,"1,911,345.35"," 1,576,860 "," 1,550,053.30 "," 1,308,793.73 ",0.825,0.83,68.475,0.850421053,70.58494737
201907,2024.55,2079.095,1.5,2.5,1.380869565,100.2,98.1,"1,913,537.48"," 1,626,507 "," 1,595,603.22 "," 1,317,470.55 ",0.85,0.81,68.85,0.861913043,69.81495652
201908,1967.79,1962.02,1.5,2.25,1.164285714,100.4,98,"1,915,729.60"," 1,628,370 "," 1,595,802.76 "," 1,302,696.13 ",0.85,0.8,68,0.883571429,70.68571429
201909,2063.05,2030.11,1.5,2,1.287894737,100.4,98.1,"1,917,921.73"," 1,630,233 "," 1,599,259.03 "," 1,320,489.11 ",0.85,0.81,68.85,0.871210526,70.56805263
201910,2083.48,2058.035,1.25,2,1.357619048,100.4,98.4,"1,920,113.85"," 1,680,100 "," 1,653,218.02 "," 1,411,283.68 ",0.875,0.84,73.5,0.864238095,72.596
201911,2087.96,2123.71,1.25,1.75,1.492857143,100.2,98.7,"1,922,305.98"," 1,682,018 "," 1,660,151.50 "," 1,463,355.42 ",0.875,0.87,76.125,0.850714286,74.01214286
201912,2197.67,2134.555,1.25,1.75,1.39047619,100.5,99,"1,924,498.10"," 1,683,936 "," 1,667,096.48 "," 1,515,542.25 ",0.875,0.9,78.75,0.860952381,77.48571429
202001,2119.01,2198.12,1.25,1.75,1.3735,100.8,99,"1,925,219.29"," 1,684,567 "," 1,667,721.21 "," 1,516,110.19 ",0.875,0.9,78.75,0.86265,77.6385
202002,1987.01,2118.155,1.25,1.25,1.2525,100.1,99,"1,925,940.48"," 1,685,198 "," 1,668,345.94 "," 1,516,678.13 ",0.875,0.9,78.75,0.87475,78.7275
202003,1754.64,1764.255,0.75,0.25,1.091363636,99,98.5,"1,926,661.68"," 1,782,162 "," 1,755,429.62 "," 1,514,837.74 ",0.925,0.85,78.625,0.890863636,75.72340909
202004,1947.56,1810.82,0.75,0.25,1.0195,97.8,98.2,"1,927,382.87"," 1,782,829 "," 1,750,738.23 "," 1,461,919.90 ",0.925,0.82,75.85,0.89805,73.6401
202005,2029.6,1974.405,0.5,0.25,0.873888889,97,97.9,"1,928,104.06"," 1,831,699 "," 1,793,233.18 "," 1,447,042.10 ",0.95,0.79,75.05,0.912611111,72.09627778
202006,2108.33,2124.015,0.5,0.25,0.844090909,97.2,98.2,"1,928,825.25"," 1,832,384 "," 1,799,401.08 "," 1,502,554.87 ",0.95,0.82,77.9,0.915590909,75.07845455
202007,2249.37,2191.37,0.5,0.25,0.820869565,97.4,98.5,"1,929,546.44"," 1,833,069 "," 1,805,573.08 "," 1,558,108.75 ",0.95,0.85,80.75,0.917913043,78.0226087
202008,2326.17,2347.605,0.5,0.25,0.823,98,98.9,"1,930,267.63"," 1,833,754 "," 1,813,582.95 "," 1,632,041.28 ",0.95,0.89,84.55,0.9177,81.6753
202009,2327.89,2359.08,0.5,0.25,0.902380952,98.3,99.2,"1,930,988.83"," 1,834,439 "," 1,819,763.87 "," 1,687,684.23 ",0.95,0.92,87.4,0.909761905,83.69809524
202010,2267.15,2342.91,0.5,0.25,0.907777778,98.9,99.5,"1,931,710.02"," 1,835,125 "," 1,825,948.89 "," 1,743,368.29 ",0.95,0.95,90.25,0.909222222,86.37611111
202011,2591.34,2458.305,0.5,0.25,0.96047619,99.4,100,"1,932,431.21"," 1,835,810 "," 1,835,809.65 "," 1,835,809.65 ",0.95,1,95,0.903952381,90.3952381
202012,2873.47,2744.94,0.5,0.25,0.965909091,99.4,100.2,"1,933,152.40"," 1,836,495 "," 1,840,167.77 "," 1,873,224.68 ",0.95,1.02,96.9,0.903409091,92.14772727
202101,2976.21,3067.67,0.5,0.25,0.9705,99.2,100.5,"1,943,510.35"," 1,846,335 "," 1,855,566.51 "," 1,938,651.57 ",0.95,1.05,99.75,0.90295,94.80975
202102,3012.95,3064.09,0.5,0.25,0.992777778,99.2,100.7,"1,953,868.30"," 1,856,175 "," 1,869,168.11 "," 1,986,107.13 ",0.95,1.07,101.65,0.900722222,96.37727778
202103,3061.42,3012.93,0.5,0.25,1.126666667,99.7,100.9,"1,964,226.25"," 1,866,015 "," 1,882,809.07 "," 2,033,956.28 ",0.95,1.09,103.55,0.887333333,96.71933333
202104,3147.86,3146.365,0.5,0.25,1.134285714,100.4,101.3,"1,974,584.20"," 1,875,855 "," 1,900,241.10 "," 2,119,716.14 ",0.95,1.13,107.35,0.886571429,100.1825714
202105,3203.92,3179.89,0.5,0.25,1.130526316,100.5,101.6,"1,984,942.15"," 1,885,695 "," 1,915,866.16 "," 2,187,406.25 ",0.95,1.16,110.2,0.886947368,102.8858947
202106,3296.68,3257.63,0.5,0.25,1.297272727,100.6,101.8,"1,995,300.10"," 1,895,535 "," 1,929,654.73 "," 2,236,731.41 ",0.95,1.18,112.1,0.870272727,102.6921818
202107,3202.32,3251.155,0.5,0.25,1.415,100.7,101.6,"2,005,658.05"," 1,905,375 "," 1,935,861.15 "," 2,210,235.17 ",0.95,1.16,110.2,0.8585,99.586
202108,3199.27,3172.6,0.75,0.25,1.405714286,100.9,101.4,"2,016,016.00"," 1,864,815 "," 1,890,922.21 "," 2,125,888.87 ",0.925,1.14,105.45,0.859428571,97.97485714
202109,3068.82,3122.865,0.75,0.25,1.51,100.8,101.1,"2,026,373.95"," 1,874,396 "," 1,895,014.26 "," 2,080,579.45 ",0.925,1.11,102.675,0.849,94.239
202110,2970.68,2982.055,0.75,0.25,1.836842105,100.9,100.7,"2,036,731.90"," 1,883,977 "," 1,897,164.85 "," 2,015,855.40 ",0.925,1.07,98.975,0.816315789,87.34578947
202111,2839.01,2928.515,1,0.25,1.948181818,101.1,100.4,"2,047,089.85"," 1,842,381 "," 1,849,750.39 "," 1,916,076.10 ",0.9,1.04,93.6,0.805181818,83.73890909
202112,2977.65,2940.43,1,0.25,1.795652174,101.8,100.2,"2,057,447.80"," 1,851,703 "," 1,855,406.43 "," 1,888,737.08 ",0.9,1.02,91.8,0.820434783,83.68434783
202201,2663.34,2801.15,1.25,0.25,2.0545,102.4,100.1,,,,,0.875,1.01,88.375,0.79455,80.24955
202202,2699.18,2715.45,1.25,0.25,2.28,102.6,99.8,,,,,0.875,0.98,85.75,0.772,75.656
202203,2757.65,2685.505,1.25,0.5,2.363809524,102.4,99.6,,,,,0.875,0.96,84,0.763619048,73.30742857
202204,2695.05,2692.34,1.5,0.5,2.935714286,102.1,99.3,,,,,0.85,0.93,79.05,0.706428571,65.69785714
202205,2685.9,2624.45,1.75,1,3.012857143,,,,,,,0.825,,,0.698714286,
202206,2408.01,2493.995,,1.75,3.459411765,,,,,,,,,,0.654058824,
